age,black,brthord,educ,exper,feduc,hours,iq,kww,lwage,married,meduc,sibs,south,tenure,urban,wage
31,0,2,16,10,16,40,116,27,6.705639,1,16,1,1,7,0,817
29,0,2,12,10,12,40,98,42,6.6995005607604975,0,12,3,0,2,1,812
30,0,3,14,6,12,60,104,43,6.357842445373535,1,14,2,1,2,1,577
31,0,2,14,9,12,40,78,29,6.628041,1,12,2,0,2,1,756
37,0,1,12,20,NA,40,104,43,6.9186954498291013,1,NA,0,1,7,1,1011
34,0,1,12,14,12,45,85,39,7.0518555641174313,1,12,2,0,1,1,1155
29,0,4,12,12,10,40,104,25,6.932448,1,12,3,0,7,1,1025
35,0,3,12,17,NA,40,107,37,7.20786,1,NA,2,0,12,0,1350
37,0,1,12,20,10,40,109,48,6.908755,1,8,1,0,22,1,1001
37,1,1,13,16,NA,48,119,31,6.679599,1,11,7,0,15,1,796
30,0,2,13,11,11,50,96,33,7.1147694587707525,1,10,3,0,12,1,1230
30,0,NA,12,13,NA,40,93,31,6.6253924369812013,1,NA,5,0,1,1,754
37,0,3,12,17,12,40,90,32,6.570883,1,12,5,0,1,0,714
32,0,4,15,8,NA,45,103,29,6.907755,1,12,3,0,3,1,1000
33,0,1,16,12,12,40,106,41,7.633853,1,14,2,1,13,1,2067
30,0,2,16,11,12,40,96,32,6.81564,1,14,2,0,5,1,912
30,0,3,12,8,8,40,114,39,6.39693,1,8,6,1,5,1,600
31,0,4,11,13,NA,40,86,33,6.857514,1,9,3,0,1,1,951
32,0,2,16,8,12,45,110,38,6.566672,1,13,3,1,5,1,711
38,0,1,12,18,12,48,87,41,7.0483865737915038,1,12,2,0,9,1,1151
28,0,3,12,9,12,40,89,31,6.907755,1,13,2,0,5,1,1000
31,0,6,12,15,NA,44,106,40,6.7345914840698238,1,8,5,0,10,1,841
32,0,2,12,12,8,70,100,43,5.9914646148681638,1,5,3,0,3,1,400
34,0,1,12,17,4,45,111,38,7.069024,1,16,0,0,14,1,1175
37,0,1,12,18,12,40,100,40,7.091742,1,12,0,0,2,1,1202
33,0,3,12,16,10,40,114,38,7.273786544799805,1,12,2,0,17,1,1442
34,0,2,18,5,NA,55,98,45,6.2878584861755375,1,13,2,0,1,1,538
30,0,1,11,13,8,40,89,24,6.660575,1,9,3,0,10,1,781
30,0,2,10,13,9,60,74,23,6.620073,1,11,4,0,9,1,750
37,1,1,18,13,12,48,110,37,6.7345914840698238,0,12,1,0,1,1,841
38,0,2,13,14,14,50,130,29,6.55108,1,11,1,0,1,1,700
36,0,2,16,9,10,50,108,51,7.204893,1,12,1,0,4,1,1346
33,0,4,12,16,8,45,98,31,6.684612,1,10,3,0,12,0,800
30,0,1,16,9,NA,40,125,27,7.130899,1,16,3,0,10,1,1250
29,0,1,16,5,12,40,104,29,7.007601,1,12,3,0,8,1,1105
30,0,1,14,12,10,52,98,33,6.163315,0,8,6,0,1,1,475
33,0,1,15,6,12,58,104,37,6.635947,1,11,2,0,4,0,762
36,0,NA,12,18,8,40,120,33,6.869014,1,8,3,0,19,1,962
30,0,3,13,9,8,40,134,38,6.580639,0,8,3,1,9,1,721
34,0,1,9,18,8,50,92,28,6.684612,1,8,0,0,13,1,800
30,0,1,16,11,16,40,129,34,6.489205,1,13,2,0,9,1,658
36,0,1,14,4,12,40,118,42,7.146772,1,12,2,0,16,1,1270
28,0,NA,12,11,NA,40,107,37,7.18007,1,12,1,0,7,0,1313
38,0,1,12,19,11,42,92,37,6.7141704559326175,1,12,1,0,15,1,824
29,0,1,16,6,12,40,118,33,7.273786544799805,1,16,2,0,7,1,1442
31,0,1,17,7,14,42,108,38,7.244227,1,12,2,0,3,1,1400
36,0,3,12,20,8,50,119,42,6.945051,1,12,3,0,5,0,1038
29,0,3,12,11,7,43,109,29,6.504288,1,8,2,0,12,0,668
36,0,3,12,18,8,40,91,41,7.003066,1,8,2,0,10,0,1100
30,0,1,14,9,10,45,118,38,6.907755,1,12,3,0,7,1,1000
30,0,1,13,9,NA,43,119,37,6.2595815658569338,1,14,4,0,2,0,523
31,0,3,14,13,12,40,103,33,7.013016,1,14,6,0,13,0,1111
28,0,3,16,6,8,40,120,25,6.869014,1,12,4,0,4,0,962
34,0,3,18,6,6,47,122,40,6.591674,1,8,3,0,13,1,729
28,0,2,12,9,NA,40,119,35,6.536692,1,8,1,0,5,1,690
38,0,1,11,15,6,50,104,37,6.9177055358886725,1,9,6,0,7,0,1010
29,0,3,11,7,8,40,96,22,6.39693,1,8,4,1,2,1,600
34,0,3,12,16,8,40,83,36,6.390241,1,8,3,0,17,0,596
29,0,2,12,11,NA,44,115,37,6.745236,1,NA,3,0,1,1,850
29,0,3,12,9,8,40,88,27,6.5072774887084963,1,10,7,0,2,1,670
36,0,5,12,17,8,40,96,43,6.675823,1,8,4,0,18,0,793
38,0,3,17,14,6,40,123,42,7.273786544799805,1,12,2,1,7,0,1442
34,0,1,12,14,7,50,108,43,6.5072774887084963,1,11,5,1,8,1,670
29,0,1,16,10,12,45,116,35,6.775366,1,12,2,0,8,1,876
36,0,4,18,13,12,40,109,45,6.7345914840698238,1,16,3,0,2,0,841
31,0,1,13,8,12,40,97,39,6.882438,1,12,3,0,0,1,975
28,0,1,12,7,10,40,107,34,7.109062,1,12,1,0,3,0,1223
35,0,3,12,16,14,30,95,27,6.813445,1,12,2,1,5,1,910
30,0,2,15,8,12,45,109,31,6.2785215377807613,1,15,2,0,2,1,533
33,0,1,12,15,12,40,104,36,6.620073,1,12,0,0,11,0,750
38,0,1,12,16,12,40,110,37,7.095064,1,12,1,0,4,1,1206
36,0,3,13,17,8,40,94,40,6.613384,0,13,2,0,1,0,745
37,0,3,12,15,6,40,103,38,6.802395,1,8,3,1,1,0,900
32,0,4,14,9,12,47,123,45,7.064759,1,8,3,0,14,1,1170
31,0,4,12,12,12,50,113,33,6.291569,1,6,5,0,3,0,540
38,0,1,16,15,NA,40,110,35,6.3099184036254888,1,NA,2,0,1,0,550
30,0,3,14,9,12,40,100,31,6.421622,1,12,3,0,4,0,615
31,0,1,13,6,12,40,95,39,6.812345,1,12,2,0,2,1,909
36,0,2,12,18,8,40,100,34,6.645091,1,8,1,0,12,0,769
37,0,1,13,17,8,40,108,39,6.891626,1,15,4,0,18,1,984
37,0,2,12,15,NA,60,101,47,6.725034,1,12,5,0,12,1,833
35,0,2,12,17,16,70,90,43,6.778785,0,12,1,0,10,1,879
35,0,3,12,16,5,45,115,41,6.934397,1,8,4,0,7,1,1027
33,0,1,16,10,NA,55,114,41,6.907755,1,NA,0,1,1,0,1000
29,0,3,13,10,11,43,84,33,6.1420373916625975,1,11,3,0,1,1,465
38,1,6,13,21,NA,40,92,37,7.003066,1,12,6,0,12,1,1100
37,0,1,14,9,11,45,125,44,6.463029,1,12,1,0,0,1,641
38,0,2,12,21,8,48,107,42,6.942157,1,11,1,0,14,1,1035
32,0,7,14,9,9,40,129,33,7.100027,0,8,6,0,3,1,1212
30,0,4,12,11,12,40,98,40,6.856462,1,12,3,0,6,1,950
38,0,1,12,19,NA,44,108,41,6.84375,1,8,0,0,20,1,938
30,0,3,16,8,8,40,114,37,7.130899,1,2,5,0,8,1,1250
34,0,1,18,6,11,60,111,37,6.37332,1,12,3,0,10,0,586
28,0,2,12,7,12,53,101,29,6.54103,1,12,1,0,6,0,693
34,0,1,12,18,12,40,99,25,6.331502,0,12,1,0,12,0,562
30,0,1,12,12,8,60,75,24,5.926926,0,12,4,0,5,0,375
38,0,1,12,7,NA,40,91,29,6.51174545288086,1,6,0,0,11,0,673
33,0,1,17,1,10,50,113,38,6.4831075668334963,1,12,1,0,13,0,654
35,0,4,12,17,NA,50,120,34,6.539586,1,8,3,0,7,0,692
29,0,1,14,10,15,40,98,32,7.013016,1,12,3,0,1,1,1111
33,0,2,16,11,16,45,107,31,7.221105,1,16,2,1,1,1,1368
32,0,2,18,7,12,45,121,39,7.1561765670776363,1,12,2,0,13,1,1282
38,0,2,11,19,NA,60,115,40,7.130899,1,NA,1,0,4,1,1250
35,0,1,15,15,10,40,134,42,7.204893,1,12,2,0,7,1,1346
37,0,3,17,15,NA,50,96,47,7.261225,1,NA,2,0,12,1,1424
29,0,3,16,8,16,48,120,38,6.749931,0,12,2,0,5,1,854
32,0,2,15,9,10,50,105,36,6.788972,0,12,2,0,5,1,888
34,0,6,12,5,NA,50,121,40,7.057037,1,10,5,0,10,1,1161
30,0,2,16,9,9,58,113,29,6.368187,1,12,2,0,0,1,583
29,0,1,12,5,13,45,106,37,7.138867,1,12,2,0,3,1,1260
35,0,2,18,8,12,48,104,41,6.853299,1,9,3,0,13,0,947
33,0,NA,11,14,10,40,80,23,7.522941,1,10,3,0,15,1,1850
30,0,3,12,13,10,40,117,28,7.3620104789733888,1,10,3,0,2,1,1575
28,0,2,16,10,12,38,126,42,6.6306834220886225,0,12,2,0,8,1,758
36,0,2,12,19,8,40,112,42,7.273786544799805,1,10,3,0,15,1,1442
38,0,2,13,20,NA,55,104,47,6.192362,1,NA,2,1,4,1,489
31,1,5,12,5,10,40,116,33,7.026427,1,9,9,0,0,1,1126
32,1,NA,12,12,8,40,70,18,6.907755,0,8,6,0,5,1,1000
32,0,1,12,13,6,70,83,20,6.214608,1,6,5,0,11,1,500
32,0,2,12,13,6,50,84,13,7.090077,1,6,5,0,9,1,1200
33,0,4,10,15,NA,45,82,30,6.336826,1,NA,4,0,3,0,565
31,0,1,12,13,8,40,109,32,7.5600805282592775,1,12,0,0,2,0,1920
29,0,1,14,7,12,45,111,25,6.527958,1,12,4,0,7,1,684
37,0,1,12,20,7,40,94,33,6.651572,1,12,1,0,4,0,774
30,0,NA,16,7,8,60,96,32,5.4510383605957031,1,12,3,0,4,0,233
30,0,3,13,12,13,40,101,33,6.882438,1,12,3,0,10,0,975
30,0,3,12,13,12,40,90,35,7.219642,1,12,3,0,1,1,1366
37,0,3,16,16,12,40,120,48,7.667158,1,12,3,1,3,1,2137
29,0,1,16,10,12,40,120,38,6.55108,1,12,1,1,1,1,700
33,0,2,12,16,NA,40,108,29,7.090077,1,8,3,0,11,1,1200
36,0,1,13,16,8,40,99,43,7.057037,1,12,0,0,18,1,1161
34,0,1,11,16,6,60,80,31,6.591674,1,12,6,0,15,1,729
36,0,2,11,17,5,45,93,45,6.620073,1,10,1,0,2,1,750
38,0,2,12,4,NA,45,85,46,6.933423,1,NA,1,0,16,1,1026
32,0,1,15,11,10,45,118,43,7.013016,1,11,3,0,3,1,1111
31,0,3,12,12,NA,50,115,31,6.437752,1,12,2,0,8,1,625
30,0,1,16,11,11,42,119,28,7.090077,1,10,5,0,5,1,1200
32,0,3,12,8,11,40,94,39,7.340187,1,12,8,0,1,1,1541
34,0,1,16,12,16,40,109,42,7.05099,1,13,0,0,9,1,1154
33,0,1,13,10,8,40,104,37,5.736572,0,14,2,0,0,0,310
30,0,2,12,14,6,50,89,21,6.413459,1,7,1,0,4,0,610
36,0,2,12,16,8,43,101,28,7.466799,1,12,2,0,17,0,1749
31,0,2,16,9,7,40,96,34,6.907755,0,12,4,1,1,1,1000
36,0,1,12,14,7,40,109,48,5.857933,1,9,1,0,1,0,350
37,0,6,12,17,6,45,94,38,6.639876,1,4,10,0,18,0,765
34,0,5,12,15,5,40,115,34,6.672033,1,6,6,0,2,0,790
38,0,1,12,16,4,47,92,41,6.7068624496459963,1,8,12,0,17,0,818
30,0,2,9,12,5,60,71,32,6.167517,1,11,4,0,1,0,477
33,0,1,14,15,11,50,130,39,6.84375,1,12,3,0,1,0,938
32,0,1,16,10,12,55,119,38,7.649216,1,12,0,0,4,1,2099
32,0,2,12,14,13,40,74,24,5.857933,1,10,4,0,3,1,350
32,1,2,12,13,8,48,104,25,6.84588,1,12,7,0,0,1,940
28,0,2,15,11,NA,40,124,23,7.091742,1,10,2,0,8,1,1202
31,0,1,15,9,NA,40,94,29,6.109248,1,12,1,0,4,0,450
37,0,4,16,16,4,40,120,44,6.964136,1,12,5,0,13,0,1058
37,0,5,11,15,9,40,96,40,6.907755,1,8,5,0,15,1,1000
36,1,NA,12,16,5,40,67,35,5.7620515823364263,1,7,6,1,5,1,318
34,1,NA,11,13,8,40,69,26,6.320768,0,8,3,0,9,1,556
28,0,1,12,11,11,60,98,42,6.864848,1,12,0,0,9,1,958
38,1,3,9,22,4,40,92,23,6.902743,1,7,7,0,13,1,995
33,0,NA,14,16,10,50,109,44,7.377759,1,9,2,0,5,0,1600
30,0,NA,18,6,12,45,100,39,6.40688,0,12,1,0,5,0,606
30,0,2,12,13,12,45,101,25,6.2363696098327638,1,11,4,0,1,1,511
32,0,1,16,11,9,45,111,40,7.252054,1,12,1,1,12,1,1411
37,0,1,16,15,14,40,106,38,7.204893,1,8,1,0,11,1,1346
37,0,2,12,15,10,46,102,37,7.327781,1,12,3,0,16,0,1522
30,0,1,14,9,10,40,115,28,6.980076,1,12,2,0,10,0,1075
28,0,4,12,11,8,50,99,37,7.090077,1,10,5,0,11,1,1200
36,0,2,16,15,10,37,118,48,7.227662563323975,1,11,2,0,1,1,1377
33,0,1,13,8,16,55,132,37,6.77308,1,13,2,0,2,0,874
30,0,NA,13,11,16,40,108,26,6.437752,1,12,3,0,9,1,625
33,0,1,12,17,10,32,98,40,7.130899,1,14,0,0,2,1,1250
36,0,2,13,20,11,40,111,44,6.9865665435791013,1,8,4,0,12,1,1082
38,0,2,11,18,8,40,79,36,6.54103,1,8,3,0,3,0,693
31,0,1,12,11,11,55,97,29,6.588926,1,12,3,0,11,0,727
38,0,3,15,16,14,50,99,49,6.421622,1,12,2,0,15,0,615
31,0,3,16,5,NA,40,101,33,6.816736,1,12,2,0,7,1,913
36,0,1,17,4,18,46,120,45,6.784457,1,12,2,0,10,0,884
29,0,3,12,10,8,43,97,33,6.548219,1,8,2,0,4,1,698
36,0,3,12,17,12,55,106,34,6.684612,1,8,3,0,18,0,800
30,0,1,16,9,12,40,131,44,6.6995005607604975,0,12,1,0,3,0,812
34,0,NA,11,16,8,40,93,32,6.907755,1,12,1,0,14,1,1000
32,0,2,12,11,8,49,79,23,6.308098,0,8,4,0,3,0,549
31,0,2,12,13,NA,35,100,38,7.17012,1,11,4,0,15,1,1300
33,0,4,16,9,8,50,107,30,6.827629,1,9,6,0,8,1,923
32,0,1,12,15,10,40,112,42,7.338888,1,NA,3,0,15,0,1539
30,0,2,12,11,10,40,105,22,6.580639,1,12,3,0,9,0,721
31,0,1,12,15,10,40,114,25,6.703188,1,12,2,0,14,0,815
38,0,10,12,20,NA,80,116,36,6.39693,1,8,10,0,2,0,600
37,0,3,12,18,13,40,104,41,7.003066,1,11,2,0,7,1,1100
35,0,1,12,18,12,40,85,48,6.964136,1,9,2,0,19,1,1058
30,0,2,12,15,12,40,93,46,6.869014,1,9,2,0,1,1,962
37,0,2,12,5,7,50,100,40,6.070738,1,8,2,0,9,0,433
29,0,3,11,9,NA,40,71,20,6.84588,1,NA,2,0,2,0,940
32,0,1,16,9,12,38,88,36,7.256297,0,12,2,0,10,1,1417
29,0,1,12,11,8,65,93,32,6.907755,1,12,7,0,9,1,1000
32,0,4,13,14,8,40,98,26,6.214608,1,12,3,0,5,0,500
28,0,4,14,8,10,50,110,35,6.684612,1,12,3,0,5,1,800
35,0,3,12,17,6,40,109,31,6.641182,1,NA,4,0,18,0,766
33,0,1,14,12,12,43,94,38,6.620073,1,11,1,0,10,0,750
37,0,3,12,15,8,40,77,36,6.3099184036254888,1,8,6,0,2,0,550
34,0,1,11,16,NA,52,89,35,6.678342,1,NA,6,0,4,1,795
30,0,6,12,12,6,40,102,44,6.583409,1,12,10,0,10,1,723
34,0,2,14,12,14,40,113,49,6.946014,1,16,1,0,8,1,1039
32,0,2,10,11,5,55,103,38,5.2983174324035644,1,12,3,1,15,1,200
32,1,3,10,12,NA,40,90,36,5.9914646148681638,1,8,5,0,1,1,400
35,0,1,11,17,7,40,96,31,6.35437,1,12,2,1,1,1,575
37,0,1,11,16,6,40,97,35,6.745236,1,12,1,1,5,1,850
32,1,1,12,16,NA,50,87,35,6.2304816246032713,1,10,2,1,1,1,508
37,0,3,12,11,NA,45,89,39,7.057898,1,15,3,1,4,1,1162
30,1,1,13,13,NA,43,70,28,7.089243,1,8,3,1,5,1,1199
31,0,4,16,8,17,40,104,34,7.146772,1,16,3,1,4,1,1270
33,0,2,16,5,12,45,116,36,5.857933,1,11,2,1,3,1,350
28,1,1,14,9,NA,40,85,32,6.870053,1,7,5,1,9,1,963
37,0,4,15,14,12,45,104,47,7.288244,1,12,3,1,11,1,1463
29,1,6,12,13,12,40,99,26,6.687108516693115,1,9,8,1,12,1,802
30,1,2,12,12,6,45,93,18,6.464588,1,6,1,1,7,1,642
28,0,2,13,9,10,40,114,37,6.621405601501465,1,12,2,1,2,1,751
31,0,NA,17,5,16,40,103,40,6.190315,1,12,1,1,3,1,488
36,0,1,12,15,2,40,92,34,7.244227,1,6,2,1,5,1,1400
31,0,2,18,10,12,45,98,41,6.84588,1,8,2,1,7,1,940
37,0,1,13,15,NA,40,114,48,6.763885,1,12,3,1,16,1,866
38,1,2,12,20,6,40,77,42,6.514713,1,12,5,1,4,1,675
30,1,1,14,9,NA,40,89,24,5.926926,1,13,3,1,3,1,375
33,1,NA,14,10,NA,40,93,44,5.783825397491455,1,16,1,1,1,1,325
38,0,NA,12,16,5,40,110,37,5.846439,1,12,2,1,17,1,346
33,0,1,17,8,12,40,132,39,7.273786544799805,1,8,3,1,1,1,1442
32,0,1,16,13,2,49,112,37,6.327937,1,8,3,1,2,0,560
36,0,2,12,17,12,56,99,42,6.3099184036254888,1,12,1,1,11,1,550
32,1,2,16,8,NA,44,96,26,6.856462,1,10,1,1,10,1,950
38,0,1,13,16,14,45,106,45,6.527958,1,12,1,1,2,1,684
33,0,1,16,7,NA,40,128,43,7.186901,1,18,0,1,1,1,1322
38,0,3,12,18,3,40,95,48,7.398786,1,NA,3,1,3,1,1634
30,0,4,12,8,7,40,80,30,6.033086,0,8,3,1,0,1,417
32,0,6,11,9,6,45,71,24,6.156979,1,6,13,1,0,1,472
34,1,1,12,16,NA,50,89,28,6.50129,1,9,6,1,1,1,666
32,0,2,18,10,16,55,127,45,7.425954,1,12,1,1,3,1,1679
31,0,5,16,1,8,40,114,43,6.946014,0,8,6,1,9,1,1039
30,0,6,13,13,NA,40,102,30,7.130899,1,7,5,1,11,1,1250
31,0,1,12,12,7,40,88,34,6.6333184242248538,1,12,2,1,15,1,760
29,0,2,12,14,7,42,88,32,7.05099,1,12,2,1,12,1,1154
37,0,1,15,14,12,60,110,45,7.379008,1,14,5,0,1,1,1602
29,1,2,13,13,9,40,110,40,7.273786544799805,1,7,1,1,13,1,1442
30,0,2,16,5,12,40,130,39,6.76273,1,8,4,0,3,1,865
36,0,2,12,15,NA,50,100,44,6.558198,1,NA,1,1,12,1,705
35,0,1,12,16,NA,40,101,36,6.907755,1,12,1,1,1,1,1000
32,0,7,10,13,NA,44,89,36,6.747587,1,9,6,1,9,1,852
35,0,2,12,16,12,40,80,25,6.6463904380798338,1,12,1,0,14,1,770
34,0,4,12,16,12,40,72,20,6.907755,1,12,3,0,9,1,1000
36,0,1,18,10,12,55,115,56,7.192182,1,12,1,0,5,1,1329
37,0,2,16,10,17,40,115,48,7.427739,1,12,1,1,4,1,1682
31,1,2,16,4,8,55,108,47,6.357842445373535,1,8,2,1,0,1,577
38,0,6,12,17,3,40,93,27,6.529419,0,8,6,1,7,1,685
29,1,1,16,8,18,40,111,37,6.357842445373535,0,18,1,1,8,1,577
38,1,1,12,19,12,40,101,38,6.946976,1,11,6,1,9,1,1040
32,0,1,16,10,10,40,92,42,7.130899,0,12,1,1,11,1,1250
28,0,5,13,7,NA,40,115,40,6.39693,0,5,4,1,7,1,600
35,1,5,12,17,10,40,76,29,6.173786,0,11,8,1,3,1,480
29,0,3,11,11,12,40,93,26,6.907755,1,12,5,1,0,1,1000
36,0,2,12,15,8,48,91,39,6.895683,1,8,1,1,15,1,988
34,0,1,10,19,9,45,90,35,6.1696105003356937,1,9,2,1,10,1,478
30,1,3,12,11,4,40,84,23,6.086775,1,9,5,1,2,1,440
30,1,6,12,11,NA,40,120,43,6.184149,1,NA,6,1,1,1,485
36,1,1,9,19,NA,40,89,32,6.558198,1,NA,0,1,0,1,705
34,0,4,12,16,10,40,104,47,7.34601,1,9,8,1,1,0,1550
29,1,2,12,11,9,40,107,23,6.866933,1,6,11,1,9,1,960
32,0,3,12,16,12,40,100,42,6.907755,1,12,2,1,14,1,1000
36,0,1,18,4,15,40,129,40,6.437752,1,15,3,1,5,0,625
35,0,1,16,14,16,40,112,39,7.204893,1,12,0,0,14,1,1346
31,1,5,12,13,8,40,76,17,6.867974,0,NA,13,0,13,1,961
38,0,4,12,15,NA,40,97,45,6.1717004776000975,1,NA,3,1,1,0,479
36,0,5,11,17,2,50,98,38,7.09091,1,11,4,1,16,0,1201
31,0,3,16,8,NA,45,60,34,7.204893,1,NA,2,1,2,1,1346
32,0,3,18,13,7,35,132,45,7.022868,1,12,2,1,8,1,1122
38,1,2,14,5,NA,45,90,31,6.297109,1,6,1,1,7,1,543
31,1,2,11,12,NA,40,63,26,6.109248,1,7,7,1,4,1,450
32,0,2,14,10,16,55,110,36,6.228511,1,13,2,1,4,1,507
34,0,5,11,17,NA,60,88,38,6.30444860458374,1,NA,4,1,5,1,547
35,0,2,11,18,6,56,98,41,6.37332,1,NA,2,1,16,1,586
29,1,NA,12,6,3,55,61,24,6.135565,1,8,9,1,4,0,462
37,1,NA,12,13,NA,40,76,32,6.558198,1,NA,5,0,8,1,705
29,0,2,12,7,NA,40,127,44,7.35628,1,11,3,0,1,1,1566
36,0,2,13,18,8,40,94,39,7.398786,1,8,2,1,18,1,1634
32,0,3,16,4,16,45,97,48,7.1561765670776363,1,16,11,0,1,1,1282
31,1,1,16,6,12,40,127,44,6.320768,1,12,2,1,2,1,556
33,0,1,15,7,12,40,109,42,7.090077,1,11,2,0,8,1,1200
31,0,3,12,6,3,45,89,21,6.7511014938354488,1,3,4,1,6,0,855
37,0,1,12,18,11,40,90,33,6.959399,1,11,1,1,7,0,1053
28,0,1,12,11,7,48,105,39,6.907755,1,12,0,1,4,0,1000
34,0,2,12,18,NA,55,100,27,6.802395,0,8,2,0,5,1,900
31,0,NA,16,10,12,45,111,40,7.379008,1,16,1,1,10,0,1602
31,0,1,17,9,13,50,125,44,6.2304816246032713,1,16,3,1,2,1,508
29,0,NA,16,6,10,60,124,20,7.313220500946045,1,12,2,1,6,0,1500
32,0,1,14,15,12,50,107,41,7.427739,1,12,0,1,9,1,1682
35,0,NA,13,13,16,40,110,45,6.620073,1,12,2,1,1,1,750
29,0,1,14,8,16,40,102,32,6.736967,1,16,1,1,7,0,843
38,0,1,12,17,NA,40,93,26,6.013715,0,NA,0,1,18,0,409
34,0,1,12,17,NA,40,81,36,6.9117474555969238,1,12,1,1,15,0,1004
30,0,2,12,13,10,40,99,36,6.476972579956055,1,12,1,1,10,0,650
37,1,1,12,17,NA,40,93,26,6.694562,1,NA,4,1,9,0,808
30,0,1,13,8,12,45,102,35,7.667158,1,12,0,1,2,0,2137
38,0,1,12,14,5,48,95,44,6.6346335411071775,1,12,1,1,21,1,761
35,0,1,16,8,8,40,98,37,6.645091,0,11,0,1,3,1,769
31,1,2,12,7,NA,40,84,28,5.843544483184815,1,NA,2,1,8,1,345
31,0,1,12,6,7,40,88,30,6.204558,1,NA,2,1,10,1,495
31,0,4,16,9,NA,38,109,41,6.89467,1,4,3,1,3,1,987
38,0,3,12,21,5,60,82,41,7.824046,1,8,3,1,1,0,2500
32,0,2,14,6,NA,45,105,22,7.0012454986572263,0,12,1,1,1,1,1098
38,0,1,12,6,8,40,95,36,7.100027,1,12,3,1,16,0,1212
28,1,2,15,8,7,40,92,33,6.357842445373535,1,10,1,1,1,1,577
30,1,3,15,10,6,59,74,26,5.966147,1,7,3,1,3,1,390
