age,black,brthord,educ,exper,feduc,hours,iq,kww,lwage,married,meduc,sibs,south,tenure,urban,wage
32,0,1,16,9,14,40,123,43,7.313220500946045,1,12,1,1,12,1,1500
30,0,2,12,9,12,80,86,24,6.368187,1,12,2,1,1,1,583
36,0,6,11,16,NA,40,92,22,6.1312265396118163,1,NA,5,1,1,1,460
38,0,2,12,12,NA,40,87,41,6.851185,1,8,2,1,13,1,945
31,0,2,16,9,10,60,117,39,7.273786544799805,1,12,1,1,3,1,1442
38,0,2,16,14,4,45,112,50,7.195187,1,12,1,1,8,1,1333
33,0,1,15,8,18,37,119,41,7.313220500946045,0,12,1,0,5,1,1500
34,0,1,16,7,NA,45,103,30,7.195187,1,NA,3,0,1,1,1333
36,1,NA,12,16,NA,40,74,29,6.55108,1,9,3,1,4,1,700
32,0,1,13,11,9,36,81,33,6.880384,1,6,0,1,5,1,973
32,0,1,18,10,10,40,124,48,7.678789,1,10,1,1,8,1,2162
36,0,2,12,10,8,41,89,38,6.680855,1,7,1,1,7,0,797
32,1,7,12,14,6,40,88,34,5.9914646148681638,1,7,7,1,1,1,400
32,1,2,12,15,5,40,67,31,6.922644,1,9,3,0,11,1,1015
29,0,1,16,8,16,43,106,41,7.463937,1,12,1,1,9,1,1744
32,0,1,15,14,5,40,103,30,6.44572,1,11,0,1,2,0,630
32,0,1,12,11,8,40,91,40,6.0980744361877438,1,6,0,1,4,0,445
31,0,1,16,12,12,42,101,34,6.49224,1,12,0,1,9,1,660
37,1,4,12,14,NA,40,85,30,6.658011,1,12,7,1,7,1,779
36,0,1,12,9,12,40,83,32,5.932245,0,12,1,1,1,1,377
35,1,1,12,16,NA,44,70,34,6.327937,1,8,2,1,11,1,560
32,0,2,17,7,11,60,102,54,7.022868,1,12,2,1,13,1,1122
30,0,4,12,9,7,50,94,34,6.115892,1,7,6,1,2,0,453
37,0,2,10,17,8,40,97,38,7.234177,1,12,1,1,9,1,1386
31,0,1,17,7,16,40,115,38,7.338888,1,12,2,1,9,1,1539
35,0,5,16,11,18,40,117,38,7.05099,1,17,5,1,12,1,1154
37,0,4,14,15,4,50,105,45,6.869014,1,8,3,1,2,1,962
38,0,2,16,8,NA,55,113,36,6.582025,0,8,1,1,1,1,722
37,0,3,12,9,11,40,83,37,6.173786,1,10,4,1,3,1,480
38,0,2,18,8,12,50,101,44,6.694562,1,17,3,1,9,0,808
36,0,1,13,14,12,40,113,36,7.273786544799805,1,12,2,1,8,1,1442
37,0,1,13,13,NA,50,88,31,6.99485,1,12,4,0,4,1,1091
33,1,1,12,16,NA,40,93,41,5.857933,0,12,1,1,0,1,350
36,1,1,12,18,NA,40,83,39,6.214608,1,7,0,1,11,1,500
30,0,2,16,9,14,45,113,27,6.933423,1,16,2,1,13,1,1026
33,1,2,17,11,16,40,106,43,6.357842445373535,0,13,3,1,7,1,577
30,0,2,15,5,12,60,106,38,7.195187,1,12,2,1,1,1,1333
37,0,NA,12,17,NA,55,114,36,6.818924,1,10,1,0,9,1,915
30,0,1,16,9,10,40,119,32,7.007601,0,11,5,1,10,1,1105
30,1,NA,14,5,3,40,82,26,6.813445,1,9,10,1,5,1,910
38,0,7,12,17,4,40,89,40,6.907755,1,1,7,1,8,1,1000
33,1,6,12,14,4,40,74,18,7.056175,1,3,9,1,1,1,1160
29,1,8,12,12,4,34,77,22,6.908755,1,3,9,1,3,1,1001
36,1,4,12,5,NA,40,75,25,6.569481,1,NA,7,1,12,1,713
30,0,1,13,12,12,40,97,28,6.834109,1,12,2,1,5,1,929
31,1,1,12,4,2,50,68,35,5.9914646148681638,1,6,6,1,9,1,400
33,0,3,13,9,12,40,83,51,7.123673,1,12,2,1,10,1,1241
36,0,1,12,21,NA,40,97,40,6.97073,1,12,1,1,10,1,1065
30,0,NA,12,5,12,45,98,37,5.998937,1,12,2,1,3,1,403
30,1,2,13,15,NA,45,102,30,6.84588,1,NA,2,1,12,1,940
34,1,2,10,17,3,40,81,20,6.6995005607604975,1,8,2,1,13,1,812
35,1,NA,10,13,10,20,85,27,6.55108,1,6,3,1,0,1,700
33,1,NA,10,12,NA,40,86,20,6.35437,1,NA,8,1,6,1,575
36,1,6,10,20,12,40,79,23,6.109248,1,12,7,1,5,1,450
31,0,3,12,14,6,43,84,24,6.431331,1,8,4,1,10,0,621
30,0,4,12,12,6,38,74,24,6.089045,1,8,4,1,11,0,441
33,1,1,16,6,NA,40,92,25,6.437752,1,NA,11,1,9,0,625
36,0,2,12,16,NA,45,93,32,6.58755,1,6,5,1,5,0,726
38,1,6,9,21,NA,40,69,18,6.214608,1,6,8,1,13,1,500
34,0,1,17,8,18,44,113,41,6.907755,1,17,4,1,2,1,1000
38,0,1,12,15,7,48,92,37,5.97381,1,8,1,1,16,1,393
28,0,2,12,8,12,40,127,44,6.39693,0,9,2,1,3,0,600
37,0,1,12,21,NA,50,109,44,6.869014,1,6,0,1,12,0,962
34,0,1,12,15,8,40,97,42,6.869014,1,10,5,1,4,0,962
30,0,4,11,10,10,40,66,30,6.76273,1,0,14,0,7,1,865
35,0,1,16,10,14,50,109,46,7.05099,1,16,2,1,3,1,1154
34,0,1,16,10,14,42,109,43,7.234177,1,4,1,1,11,0,1386
36,0,2,12,10,NA,40,104,36,6.59578,1,NA,1,1,7,1,732
34,0,3,13,4,8,40,85,44,6.76273,1,8,3,1,9,1,865
31,0,6,12,13,4,40,81,26,6.55108,1,8,5,1,13,0,700
37,0,NA,9,20,4,40,87,12,6.882438,1,5,3,1,10,0,975
33,0,3,13,12,12,40,78,40,7.17012,1,12,2,1,3,1,1300
31,0,1,14,12,12,40,54,37,6.802395,1,12,2,1,3,1,900
36,0,5,12,15,8,40,98,33,6.72022,1,8,4,0,15,1,829
36,0,NA,12,17,NA,40,98,34,6.907755,1,12,3,1,13,1,1000
30,0,1,16,7,12,40,105,29,6.717805,1,16,2,0,8,1,827
31,0,NA,13,5,NA,44,87,25,6.214608,1,12,7,1,2,1,500
28,0,2,13,9,12,40,117,25,7.0518555641174313,1,12,3,0,1,1,1155
29,0,NA,15,8,12,55,85,30,6.856462,0,12,2,0,3,1,950
30,0,5,13,10,NA,40,82,35,6.55108,1,8,4,0,4,1,700
32,0,1,18,7,NA,45,114,39,7.444249,1,12,1,0,6,1,1710
32,1,1,12,5,12,30,65,21,6.2785215377807613,0,11,5,0,1,1,533
34,0,1,18,10,12,48,105,48,7.6029005050659175,1,12,2,0,0,1,2004
32,0,2,14,9,7,60,92,20,6.791222,1,7,1,0,8,1,890
29,0,2,13,11,12,30,107,23,8.032035,1,12,2,0,4,1,3078
37,0,2,17,10,16,40,111,41,7.338888,1,12,3,0,13,1,1539
31,1,NA,12,1,NA,40,73,38,6.2304816246032713,1,NA,1,0,1,1,508
35,0,1,17,13,16,40,119,49,7.210818,0,16,2,0,9,0,1354
38,0,1,12,21,12,35,97,40,7.041412,1,12,5,0,8,1,1143
33,0,1,12,16,10,40,110,34,6.869014,1,10,2,0,8,1,962
38,0,1,12,19,12,44,96,32,7.130899,1,12,2,0,20,1,1250
34,1,1,12,16,8,40,67,23,6.897705,1,8,2,0,3,1,990
37,0,5,12,17,12,40,102,31,6.807935,1,12,5,0,4,0,905
38,0,5,12,18,2,55,64,22,6.8308744430541988,1,0,4,0,0,1,926
34,0,4,12,17,8,40,103,32,7.3518,1,8,3,0,10,1,1559
32,0,1,10,14,8,40,118,39,7.179308,1,12,0,0,4,1,1312
35,1,1,14,8,NA,40,118,36,6.827629,1,7,5,0,16,1,923
31,0,2,18,1,13,40,118,41,6.778785,1,13,1,0,9,1,879
38,0,1,13,14,10,25,75,37,6.684612,1,12,0,1,1,1,800
32,0,3,14,6,10,50,112,45,6.955593,1,12,3,0,10,0,1049
30,0,4,12,4,10,40,95,20,6.3099184036254888,0,12,3,0,1,0,550
34,0,1,17,4,14,40,119,38,7.0817084312438963,1,12,0,0,2,1,1190
37,0,1,14,10,12,48,94,35,6.368187,1,12,2,0,6,0,583
30,0,1,14,5,7,40,103,27,7.090077,1,6,1,0,2,1,1200
33,0,2,16,11,17,55,90,36,6.680855,1,14,5,0,5,1,797
36,0,2,18,8,12,40,128,50,7.223296,1,16,1,0,13,0,1371
38,1,NA,13,11,8,55,110,44,5.886104,0,12,4,0,1,1,360
30,0,2,12,11,12,40,84,40,7.146772,1,12,2,0,12,1,1270
36,0,2,12,16,12,40,97,38,7.513164,1,8,1,0,1,1,1832
33,0,3,12,14,7,40,102,34,6.812345,1,12,3,0,5,1,909
33,0,3,18,9,12,40,131,41,7.465083,1,12,7,0,10,1,1746
30,0,5,16,8,12,40,126,23,6.253829,1,12,7,0,1,1,520
29,0,6,16,6,12,40,107,32,6.694562,1,12,7,0,7,0,808
36,0,3,16,11,NA,45,108,45,7.667158,1,12,2,0,2,1,2137
38,1,1,15,9,8,50,92,49,6.539586,1,8,0,0,3,1,692
36,0,2,16,4,12,80,108,40,6.836259,1,12,4,0,1,1,931
34,0,2,16,11,8,45,115,46,6.6995005607604975,1,12,1,0,3,1,812
35,0,1,14,16,12,40,111,44,6.763885,1,12,1,0,14,1,866
36,0,5,12,14,12,40,115,47,7.273786544799805,1,12,7,0,9,1,1442
32,0,2,14,12,6,40,101,31,6.214608,1,11,2,0,0,0,500
37,0,1,18,12,13,50,114,48,7.232733,1,12,1,0,2,1,1384
30,0,5,18,5,12,55,116,40,6.2690963745117188,1,12,4,0,9,1,528
36,0,3,12,4,NA,40,90,41,6.781058,1,12,2,0,14,0,881
28,0,1,12,11,17,45,125,33,6.933423,1,14,3,0,11,1,1026
28,0,NA,12,11,10,40,98,26,7.100027,0,12,4,0,12,1,1212
29,0,2,15,8,NA,38,111,42,7.3901815414428713,1,10,1,0,5,0,1620
32,0,2,16,11,NA,48,109,38,7.51915,1,12,3,0,2,1,1843
37,0,2,16,12,12,60,124,36,7.379008,1,12,1,0,2,1,1602
33,0,2,13,6,14,40,121,35,6.907755,1,8,2,0,1,1,1000
30,0,4,12,7,NA,48,103,37,6.602588,1,10,4,0,4,1,737
29,0,3,12,10,12,40,96,19,7.437795,0,12,2,1,1,1,1699
33,0,2,12,11,8,40,100,40,7.437795,1,12,1,0,9,1,1699
32,0,3,14,6,12,48,104,30,6.932448,1,NA,2,0,5,1,1025
38,0,3,12,12,12,40,112,38,7.009409,1,11,5,0,5,1,1107
31,0,4,11,1,12,40,73,24,6.437752,1,12,3,0,1,1,625
29,0,2,13,1,11,50,101,39,6.579251,1,11,4,0,7,1,720
36,0,2,12,19,12,40,99,44,6.7511014938354488,1,12,1,0,10,1,855
32,0,2,12,12,12,40,95,23,7.130899,1,12,2,0,2,1,1250
38,0,2,18,4,15,40,109,40,7.029973,1,18,1,0,13,0,1130
28,0,NA,12,6,13,40,110,35,6.802395,0,13,1,0,1,1,900
38,0,1,17,6,NA,50,98,49,7.562161,1,4,1,0,7,1,1924
37,0,1,15,8,16,40,112,46,6.869014,1,12,2,0,2,1,962
38,1,NA,11,22,NA,48,64,37,7.5358304977416988,1,NA,7,0,3,1,1874
30,0,3,12,5,8,55,90,28,7.36074,1,11,4,0,3,1,1573
36,0,2,14,11,10,45,102,46,6.84588,1,12,1,0,7,1,940
30,0,2,16,8,12,40,119,39,6.802395,1,12,1,0,9,0,900
31,0,3,12,15,10,44,96,34,6.782192,1,8,6,0,13,0,882
38,0,1,18,12,12,45,118,40,7.444249,1,12,1,0,12,1,1710
37,0,2,12,19,8,45,79,39,7.138867,1,9,3,0,15,0,1260
38,0,1,12,9,8,40,96,42,6.621405601501465,1,10,1,0,7,0,751
28,0,1,11,12,11,50,80,27,7.000334,1,12,5,0,12,0,1097
33,0,6,13,11,NA,48,137,36,6.908755,1,12,5,0,11,0,1001
34,0,1,15,11,9,40,116,42,7.05099,0,12,2,0,12,0,1154
35,0,4,12,15,8,43,69,31,6.907755,1,12,4,0,16,1,1000
33,0,NA,12,16,2,40,78,36,7.130899,1,6,9,0,3,1,1250
38,0,1,12,18,8,65,99,41,6.753438,1,8,2,1,3,1,857
31,0,2,12,13,12,27,92,33,7.099202,1,16,3,0,3,1,1211
29,0,NA,16,12,12,32,113,23,6.842683,1,16,3,0,7,1,937
33,0,NA,13,7,NA,50,98,29,6.8068294525146488,1,12,5,0,1,1,904
29,0,1,15,7,18,45,115,30,6.77079,1,12,3,0,4,1,872
34,0,3,9,18,8,40,96,26,7.090077,1,NA,4,0,0,1,1200
35,0,1,17,1,8,40,117,41,7.13966,1,6,4,0,9,1,1261
35,0,1,12,14,2,40,96,38,6.856462,1,8,1,0,2,1,950
29,0,6,12,9,11,50,108,46,4.7449320000000006,1,10,5,0,3,1,115
31,0,5,17,6,12,40,92,34,6.51174545288086,1,16,5,0,4,1,673
37,0,2,15,17,16,45,95,38,6.988413,1,16,1,0,10,1,1084
34,0,1,14,13,9,40,94,40,6.964136,1,15,0,0,14,1,1058
38,0,6,12,20,8,40,115,38,6.684612,1,7,7,0,12,0,800
31,0,4,18,11,NA,40,117,36,5.9107966423034663,0,NA,3,0,1,0,369
36,0,1,16,14,NA,40,105,42,7.562161,1,12,0,0,13,0,1924
36,0,1,12,17,6,40,109,36,6.7511014938354488,1,7,3,0,15,0,855
31,0,1,12,15,12,40,87,38,6.761573,1,12,1,0,6,0,864
36,0,4,16,15,13,44,110,34,6.995766,1,13,4,0,13,1,1092
30,0,NA,16,9,12,40,110,30,6.932448,1,10,3,0,4,0,1025
31,0,2,12,11,NA,35,109,32,6.745236,1,17,2,0,2,0,850
35,0,2,12,17,12,40,85,21,6.51174545288086,1,12,2,0,10,0,673
37,0,2,14,12,12,40,105,42,6.684612,1,10,3,0,12,0,800
33,0,3,16,7,12,44,122,39,6.955593,1,10,3,0,3,0,1049
35,0,2,17,9,9,40,108,40,6.784457,1,14,3,0,11,1,884
31,0,3,16,10,8,40,122,38,6.684612,0,12,3,1,2,1,800
32,0,1,17,9,8,40,79,32,7.090077,1,8,0,0,9,1,1200
29,0,6,12,8,12,40,105,30,6.498282,1,12,7,0,10,1,664
37,0,3,12,18,NA,45,90,47,7.013016,1,NA,6,0,18,1,1111
34,0,2,16,8,NA,43,111,38,6.745236,1,NA,4,0,8,1,850
37,0,2,12,6,12,40,110,42,6.907755,1,8,5,0,12,1,1000
29,0,NA,12,8,14,40,92,32,6.774224,0,14,4,0,4,1,875
33,0,2,16,10,12,40,131,32,7.091742,1,12,3,0,2,0,1202
29,0,3,12,10,12,40,104,32,6.50129,1,12,2,0,2,0,666
37,0,1,16,15,7,40,110,39,6.827629,1,12,2,0,11,0,923
28,0,5,12,10,3,40,99,20,6.669498,1,10,4,1,10,1,788
38,0,9,10,23,6,40,86,31,6.856462,1,NA,9,1,5,1,950
37,0,4,12,9,NA,40,105,42,7.273786544799805,1,NA,3,1,16,1,1442
30,1,5,12,11,0,40,85,26,6.763885,1,6,8,1,12,0,866
34,0,7,9,17,NA,40,72,34,6.437752,1,4,10,1,5,0,625
32,0,1,12,13,7,40,86,35,6.522093,0,6,6,1,9,0,680
35,0,2,12,11,8,40,68,38,6.54103,1,12,5,1,19,0,693
38,1,9,12,16,NA,36,95,22,6.774224,0,6,8,1,2,0,875
38,0,1,17,8,13,40,116,42,7.744137,1,12,6,0,2,0,2308
32,0,3,14,10,6,45,96,45,7.086738,1,10,2,1,4,0,1196
32,1,NA,12,13,8,38,85,36,6.55108,1,2,6,1,8,1,700
29,0,2,12,8,4,40,100,32,6.580639,1,12,3,1,8,1,721
32,0,3,13,13,8,40,101,38,7.313220500946045,1,12,5,1,2,1,1500
31,1,1,15,4,9,50,97,31,6.956545,1,16,2,1,9,1,1050
29,1,1,14,6,NA,48,100,30,6.685861,1,NA,2,1,10,1,801
31,1,NA,12,7,NA,23,96,39,6.461468,0,NA,5,1,3,1,640
30,0,2,16,7,12,32,117,39,7.088409,1,12,1,1,9,1,1198
32,0,NA,12,4,13,55,93,38,5.966147,1,16,1,1,2,1,390
28,0,2,12,12,12,36,116,37,6.790097,1,9,1,1,11,1,889
36,0,1,12,19,9,38,106,42,6.981006,1,12,1,1,20,1,1076
36,0,2,12,17,12,40,98,45,7.027315,1,14,1,1,12,1,1127
37,0,1,15,1,9,50,103,36,6.620073,1,12,1,1,1,0,750
33,0,1,14,6,12,40,118,41,6.7511014938354488,1,NA,3,1,14,0,855
31,0,1,13,5,12,40,100,22,6.263398,1,10,1,1,1,0,525
29,0,2,12,11,12,54,96,39,7.006695,1,10,1,1,4,0,1104
30,1,2,12,11,9,40,67,22,6.315358,1,8,7,1,10,0,553
29,0,1,12,10,10,43,96,27,6.684612,1,10,1,1,1,0,800
31,0,1,13,8,14,50,104,42,7.232733,1,13,3,1,7,0,1384
36,0,1,17,8,12,30,106,34,6.052089,0,14,0,1,0,0,425
33,1,6,11,13,10,54,62,34,6.234411,0,2,7,1,4,1,510
31,1,2,12,13,4,32,73,31,5.913503,1,3,9,1,2,0,370
33,1,8,12,16,8,40,62,26,6.390241,1,2,9,1,14,0,596
28,1,2,12,9,10,40,76,28,5.996452,1,NA,4,0,4,1,402
31,1,1,12,12,10,40,76,26,6.035481452941895,1,9,0,1,2,0,418
36,0,1,16,13,NA,40,106,44,7.032624,1,12,1,1,10,0,1133
35,0,NA,12,18,10,40,94,24,6.5235624313354488,0,9,4,1,15,1,681
35,0,4,11,16,6,40,81,29,6.856462,1,10,3,1,5,0,950
36,0,1,10,20,6,40,87,15,6.39693,1,5,0,1,7,0,600
29,0,2,13,8,5,40,96,25,6.493754,0,NA,3,1,6,0,661
30,0,2,12,12,NA,40,75,27,6.829794,1,6,2,1,9,0,925
31,0,1,12,14,5,40,95,34,6.3099184036254888,1,5,0,1,13,0,550
30,0,4,11,13,7,40,86,19,6.40688,1,3,4,1,11,0,606
30,0,4,10,7,7,40,86,17,6.052089,1,3,4,1,1,0,425
31,0,3,14,4,18,50,104,41,5.8289456367492675,1,8,5,1,1,1,340
34,0,2,12,16,5,50,95,21,6.539586,1,7,2,1,9,1,692
29,0,2,12,11,12,40,116,37,6.35437,1,8,1,1,9,0,575
33,0,1,9,15,6,40,66,20,6.347389,1,8,5,1,10,0,571
32,0,2,16,11,5,40,101,38,6.705639,1,0,1,1,9,1,817
29,0,2,12,11,12,40,96,23,6.89467,1,12,1,1,5,0,987
35,0,5,12,16,NA,55,104,41,6.423247,1,9,4,1,18,1,616
35,0,1,16,12,10,60,105,34,6.933423,1,14,3,0,1,1,1026
29,0,2,12,4,7,40,106,34,6.694562,1,8,1,0,3,1,808
30,0,2,17,8,15,50,101,34,6.694562,1,15,1,1,0,1,808
36,0,1,12,13,12,40,96,42,6.669498,1,12,4,1,5,1,788
33,0,1,12,6,9,40,105,34,6.745236,1,12,1,0,2,1,850
38,0,NA,12,10,2,38,106,40,6.802395,1,3,7,1,19,1,900
36,0,3,12,19,8,45,102,44,7.257003,1,8,2,1,20,1,1418
37,1,3,12,21,NA,40,75,35,5.560682,1,NA,3,1,0,0,260
28,1,1,14,7,5,45,99,27,6.4952654838562013,1,5,6,1,2,0,662
38,0,1,13,4,11,55,90,46,6.331502,1,12,1,1,1,0,562
28,0,NA,12,11,12,80,104,30,6.331502,1,12,1,1,5,0,562
30,0,7,13,5,NA,70,115,37,5.8777356147766113,1,NA,6,1,2,1,357
32,0,1,16,11,10,40,118,37,6.916715,1,12,0,1,12,0,1009
36,0,1,12,17,12,40,108,40,7.273786544799805,1,9,1,1,17,1,1442
29,1,7,11,11,11,40,76,30,6.4785094261169438,1,10,7,0,2,1,651
32,1,NA,12,14,NA,40,50,28,6.620073,1,3,10,1,5,0,750
33,1,1,12,13,NA,40,55,23,6.6253924369812013,1,10,2,1,14,0,754
38,1,3,12,17,NA,40,73,23,6.55108,1,NA,8,1,9,0,700
30,1,NA,11,11,9,40,84,14,6.22059,0,9,3,0,2,1,503
32,0,2,12,14,9,40,104,37,6.842683,1,12,1,1,15,0,937
36,0,3,10,18,6,40,92,40,6.436150550842285,1,10,2,1,10,0,624
32,1,1,12,4,6,40,83,27,6.620073,1,10,7,1,10,0,750
30,1,2,14,1,6,40,98,36,6.802395,1,10,7,1,8,0,900
29,1,NA,10,12,7,40,70,25,6.291569,1,10,9,1,10,0,540
30,0,10,13,9,10,35,87,26,6.464588,1,4,10,1,3,0,642
28,0,NA,15,6,NA,50,96,38,5.9914646148681638,0,12,5,1,10,0,400
38,0,3,10,15,10,40,80,34,6.802395,1,12,3,1,14,0,900
33,0,2,16,8,10,40,104,40,6.240276,1,12,5,1,10,0,513
35,0,8,18,7,8,40,104,35,6.795706,1,9,7,1,10,0,894
32,0,2,18,7,18,60,96,24,7.1561765670776363,1,12,4,1,5,1,1282
30,0,3,12,10,18,40,89,24,6.184149,0,12,4,1,9,0,485
29,0,2,12,11,13,55,113,39,5.783825397491455,1,10,1,1,5,0,325
33,0,1,12,16,7,45,105,29,6.645091,1,7,4,1,5,0,769
31,0,8,14,6,4,40,84,39,6.426488399505615,0,7,7,1,8,1,618
35,0,7,12,16,3,48,108,36,6.946976,1,7,6,1,17,1,1040
34,0,3,12,15,3,40,104,32,6.621405601501465,1,8,4,1,4,1,751
30,0,1,12,15,7,50,106,28,5.940171,1,7,2,1,11,0,380
37,1,1,12,16,NA,24,83,45,5.7037825584411625,1,3,4,1,3,1,300
38,0,2,10,21,7,46,70,34,6.6240653991699225,1,12,4,1,7,1,753
34,0,3,16,10,12,65,104,39,6.97073,1,11,2,1,11,1,1065
30,0,2,12,13,12,40,91,42,6.975414,1,14,1,0,1,1,1070
34,0,1,18,7,18,55,112,42,7.36074,1,14,1,1,8,1,1573
30,0,1,10,14,9,40,97,27,6.476972579956055,1,12,5,1,9,0,650
32,0,2,12,15,10,45,99,40,6.55108,1,10,4,1,7,0,700
34,1,NA,12,16,NA,40,74,30,6.2025356292724613,1,NA,5,1,4,0,494
31,0,1,12,4,NA,48,100,40,6.791222,1,NA,0,1,8,0,890
31,0,1,10,15,NA,40,86,28,6.253829,1,6,0,1,12,0,520
32,0,5,12,16,9,40,90,36,6.7923445701599125,1,12,5,1,16,0,891
30,0,3,12,11,NA,50,101,43,6.345636,1,12,2,0,12,1,570
29,0,1,15,11,9,40,109,33,7.275172,1,11,2,1,1,1,1444
31,1,3,12,14,NA,48,98,26,6.175867,0,NA,4,0,2,1,481
38,0,NA,12,21,7,44,107,40,6.214608,1,12,2,1,12,0,500
36,0,2,16,15,14,40,110,48,7.295056,1,12,1,1,15,0,1473
28,0,4,13,4,12,40,120,35,6.6883544921875,1,10,3,1,1,1,803
30,0,1,16,7,12,50,97,34,6.869014,1,12,0,1,2,1,962
29,0,1,12,9,NA,44,103,37,6.907755,1,11,0,1,5,1,1000
30,0,1,16,5,12,40,114,36,6.39693,1,12,2,1,4,1,600
30,0,3,11,12,8,40,95,31,6.109248,1,8,2,1,2,0,450
30,1,3,12,6,6,60,93,32,6.444131,1,10,8,1,1,0,629
34,1,NA,12,15,NA,60,67,38,6.198479,1,8,3,1,2,0,492
32,0,1,17,7,13,40,97,28,7.353722,1,12,5,1,2,1,1562
28,0,2,14,6,16,70,97,34,5.8777356147766113,1,13,1,1,3,0,357
32,0,NA,13,14,NA,40,83,25,6.866933,1,10,4,1,13,1,960
32,0,2,16,5,12,45,104,46,6.338594,1,12,1,1,2,0,566
32,0,2,12,9,8,40,82,27,6.175867,1,12,2,1,2,0,481
35,0,2,16,8,8,40,113,45,7.273786544799805,1,8,2,1,10,1,1442
35,0,7,12,11,8,45,93,39,6.46925,1,7,7,1,3,0,645
32,1,NA,11,15,NA,40,100,23,6.669498,1,9,5,1,6,0,788
33,0,3,12,11,NA,42,101,38,6.4676985740661625,1,12,4,1,5,0,644
31,0,3,12,9,7,45,100,33,6.167517,1,7,3,1,3,0,477
34,1,4,16,10,16,60,82,30,6.498282,1,16,3,1,9,1,664
30,1,1,16,6,NA,40,79,28,6.253829,1,11,0,1,1,0,520
31,0,7,13,10,6,40,102,32,7.091742,1,8,7,1,3,1,1202
28,1,NA,12,12,NA,45,77,22,6.2878584861755375,1,7,9,1,10,0,538
28,0,1,12,12,11,44,109,25,6.77193546295166,1,NA,1,1,12,0,873
35,0,1,12,17,NA,40,107,32,6.907755,1,NA,5,1,18,0,1000
