"OBS","G","GV"
"1917M08",NA,NA
"1917M09",19.2311808190132,NA
"1917M10",28.5914821116323,NA
"1917M11",15.7308511546542,NA
"1917M12",41.8559554789348,NA
"1918M01",-10.7010865203745,NA
"1918M02",-7.78834486317574,NA
"1918M03",27.6284019772153,NA
"1918M04",14.5951689728372,NA
"1918M05",-6.40001517043514,NA
"1918M06",13.6315665240465,NA
"1918M07",20.5866378455788,NA
"1918M08",40.6913115365696,NA
"1918M09",65.3276922609781,NA
"1918M10",56.5197905917953,NA
"1918M11",12.0703060161433,NA
"1918M12",14.6165022682452,NA
"1919M01",-47.6654903378073,NA
"1919M02",-30.103619463506,NA
"1919M03",2.58064615587452,NA
"1919M04",7.19642336684903,NA
"1919M05",-7.45423838556549,NA
"1919M06",-12.9618888245567,NA
"1919M07",1.30250745448217,NA
"1919M08",4.41798008505154,NA
"1919M09",19.5544635703562,NA
"1919M10",29.4941850483815,NA
"1919M11",25.1343890707748,NA
"1919M12",32.239308706312,NA
"1920M01",-26.6437587804541,NA
"1920M02",13.0357347088455,NA
"1920M03",26.8286968480581,NA
"1920M04",-6.12006034274319,NA
"1920M05",9.87079596124829,NA
"1920M06",7.93159963803189,NA
"1920M07",6.95519721420244,NA
"1920M08",7.14493611821405,NA
"1920M09",20.7314126302428,NA
"1920M10",16.3756163047214,NA
"1920M11",-2.45330445081704,NA
"1920M12",-0.893355708484922,NA
"1921M01",-58.8386808651929,NA
"1921M02",-32.8266257185399,NA
"1921M03",-14.313320408491,NA
"1921M04",-31.1513166345808,NA
"1921M05",-9.0509542843578,NA
"1921M06",-27.0534639466871,NA
"1921M07",-20.5667253628012,NA
"1921M08",-22.7972396354398,NA
"1921M09",-5.09554905774134,NA
"1921M10",-8.36052376121108,NA
"1921M11",-13.061353438108,NA
"1921M12",12.2491706659871,NA
"1922M01",-52.8744275681833,NA
"1922M02",-21.7045421893728,NA
"1922M03",9.18664773759392,NA
"1922M04",-0.286020737857306,NA
"1922M05",-9.18884604759729,NA
"1922M06",-6.06864628733517,NA
"1922M07",4.04917231630604,NA
"1922M08",1.44282811658796,NA
"1922M09",29.6241011314058,NA
"1922M10",25.334428952486,NA
"1922M11",7.6888134900007,NA
"1922M12",41.9585548890503,NA
"1923M01",-39.7707694152323,NA
"1923M02",-1.91409405970004,NA
"1923M03",11.1679389656541,NA
"1923M04",4.87035617823057,NA
"1923M05",8.87796897773425,NA
"1923M06",4.01382914084163,NA
"1923M07",8.78344833083151,NA
"1923M08",5.55617793415424,NA
"1923M09",17.8169211854525,NA
"1923M10",10.3582861542458,NA
"1923M11",3.09013046296602,NA
"1923M12",29.9698116589106,NA
"1924M01",-57.545271746443,NA
"1924M02",-3.95387507622313,NA
"1924M03",9.9912934770539,NA
"1924M04",4.1820996369597,NA
"1924M05",-5.22990585939391,NA
"1924M06",-9.47165627723052,NA
"1924M07",-5.29451553787244,NA
"1924M08",-2.65604358101035,NA
"1924M09",14.0105127152877,NA
"1924M10",9.94553130243885,NA
"1924M11",20.4161272101222,NA
"1924M12",29.8623592168784,NA
"1925M01",-57.5987705655679,NA
"1925M02",-15.3070032380223,NA
"1925M03",2.38806048961218,NA
"1925M04",-2.91938659968727,NA
"1925M05",-3.1929065400317,NA
"1925M06",-0.266459421545218,NA
"1925M07",1.06548286689172,NA
"1925M08",6.10823494371786,NA
"1925M09",23.8670308718241,NA
"1925M10",9.57004748882389,NA
"1925M11",3.85811070736777,NA
"1925M12",40.1510362970695,NA
"1926M01",-58.0019637274532,NA
"1926M02",-9.68274798812905,NA
"1926M03",2.62467296237183,NA
"1926M04",4.70999296337427,NA
"1926M05",-2.87613167425436,NA
"1926M06",2.6149498253619,NA
"1926M07",9.10770933867218,NA
"1926M08",-1.03738930169381,NA
"1926M09",14.6987977251967,NA
"1926M10",8.17372253426427,NA
"1926M11",1.0178117658528,NA
"1926M12",31.6270136464349,NA
"1927M01",-57.8547557820571,NA
"1927M02",-15.7001803450352,NA
"1927M03",3.41918039543847,NA
"1927M04",6.0255557233571,NA
"1927M05",-4.97545720961652,NA
"1927M06",-7.63411590848167,NA
"1927M07",5.27010069717502,NA
"1927M08",-0.525969765159484,NA
"1927M09",17.7548930831356,NA
"1927M10",3.62303488500277,NA
"1927M11",1.29129464736311,NA
"1927M12",28.5667050047208,NA
"1928M01",-68.1898520103093,NA
"1928M02",-20.4489253222433,NA
"1928M03",0.271339741122212,NA
"1928M04",5.41395008109795,NA
"1928M05",-2.16264983067438,NA
"1928M06",3.78208327483449,NA
"1928M07",2.69420858572182,NA
"1928M08",-0.807627624427987,NA
"1928M09",16.3158648569811,NA
"1928M10",8.47124629847995,NA
"1928M11",6.31441930566119,NA
"1928M12",38.2214362658779,NA
"1929M01",-67.9772225016264,NA
"1929M02",-16.794856535454,NA
"1929M03",6.25780808240615,NA
"1929M04",-8.16885387362989,NA
"1929M05",1.36534318973212,NA
"1929M06",0.818460870651005,NA
"1929M07",20.8183660015357,NA
"1929M08",3.47942699440118,NA
"1929M09",9.05262779965321,NA
"1929M10",-0.26528130980159,NA
"1929M11",9.2501283933438,NA
"1929M12",25.5273355267731,NA
"1930M01",-77.4462253650853,NA
"1930M02",-27.2486221028431,NA
"1930M03",-6.20302133106279,NA
"1930M04",-3.96413763045649,NA
"1930M05",-5.97086885236839,NA
"1930M06",-2.28245432577756,NA
"1930M07",-1.71469426650965,NA
"1930M08",-2.0035782829833,NA
"1930M09",4.86004237873239,NA
"1930M10",2.28028572178704,NA
"1930M11",7.66413013254725,NA
"1930M12",80.6957711195969,NA
"1931M01",-34.349393489805,NA
"1931M02",-26.7014113027391,NA
"1931M03",-2.22893029024185,NA
"1931M04",15.7915242053766,NA
"1931M05",8.77517621554382,NA
"1931M06",19.2437777278839,NA
"1931M07",22.9034915288812,NA
"1931M08",28.9296234596249,NA
"1931M09",46.9658091081352,NA
"1931M10",82.5272813409097,NA
"1931M11",9.21132905205839,NA
"1931M12",21.1469233732693,NA
"1932M01",7.63904470746208,NA
"1932M02",-4.03814178037605,NA
"1932M03",-21.7693044847802,NA
"1932M04",-18.2153559958217,NA
"1932M05",0.928972370760395,NA
"1932M06",17.0575288517925,NA
"1932M07",49.5447224137118,NA
"1932M08",-7.04847841451288,NA
"1932M09",-7.53465079269846,NA
"1932M10",-9.37330412026416,NA
"1932M11",0,NA
"1932M12",12.4815389755384,NA
"1933M01",-15.1731288890361,NA
"1933M02",57.2215443477342,NA
"1933M03",NA,NA
"1933M04",NA,NA
"1933M05",-54.7695371474447,NA
"1933M06",-29.1213132030324,NA
"1933M07",-14.8300328842997,NA
"1933M08",-13.2127862801671,NA
"1933M09",3.59752939483622,NA
"1933M10",5.37615235610858,NA
"1933M11",5.5746639325271,NA
"1933M12",28.5780129954089,NA
"1934M01",-31.250619890798,NA
"1934M02",-9.62601934399778,NA
"1934M03",6.50043618159772,NA
"1934M04",-0.44717719913816,NA
"1934M05",-2.46245772446407,NA
"1934M06",-3.14136305049466,NA
"1934M07",2.02039146033819,NA
"1934M08",1.12097159015647,NA
"1934M09",16.0269494178665,NA
"1934M10",10.1285004966162,NA
"1934M11",4.59561061356117,NA
"1934M12",17.9932916812016,NA
"1935M01",-36.2604944961823,NA
"1935M02",6.1935621362708,NA
"1935M03",8.35474243291259,NA
"1935M04",5.0287037242092,NA
"1935M05",1.52630165030301,NA
"1935M06",3.26412387314194,NA
"1935M07",8.01374695604355,NA
"1935M08",3.66412498426829,NA
"1935M09",16.0330166273805,NA
"1935M10",11.202194957146,NA
"1935M11",13.8052768896163,NA
"1935M12",26.1259997980307,NA
"1936M01",-28.8326895896336,NA
"1936M02",4.57698197036223,NA
"1936M03",16.0882437264051,NA
"1936M04",7.14956579128643,NA
"1936M05",5.28366645316076,NA
"1936M06",28.8494695891123,NA
"1936M07",27.5919208264428,NA
"1936M08",-2.32370574466261,NA
"1936M09",12.9168248515144,NA
"1936M10",12.0201338921655,NA
"1936M11",15.0921656036457,NA
"1936M12",35.4651023655554,NA
"1937M01",-35.6525877186435,NA
"1937M02",-5.82662277167696,NA
"1937M03",4.13793513469907,NA
"1937M04",1.12605575982707,NA
"1937M05",5.4277562707993,NA
"1937M06",1.679496425308,NA
"1937M07",7.4361198450136,NA
"1937M08",4.62428317918802,NA
"1937M09",10.660201825038,NA
"1937M10",1.46296878833354,NA
"1937M11",-1.46296878833354,NA
"1937M12",10.929037292357,NA
"1938M01",-40.756894837704,NA
"1938M02",-14.7217952120187,NA
"1938M03",3.60275217289292,NA
"1938M04",9.24169597286753,NA
"1938M05",5.24918818577724,NA
"1938M06",3.36239323351632,NA
"1938M07",5.76879454791728,NA
"1938M08",3.33694020067359,NA
"1938M09",16.1816733325962,NA
"1938M10",17.767358870434,NA
"1938M11",5.74507381004761,NA
"1938M12",33.207888874211,NA
"1939M01",-31.0605575526296,NA
"1939M02",-2.68476508439024,NA
"1939M03",11.9457193301049,NA
"1939M04",18.1354783226467,NA
"1939M05",9.05270505376139,NA
"1939M06",8.12390571256261,NA
"1939M07",14.5539345517129,NA
"1939M08",7.97232418488134,NA
"1939M09",25.2605689133231,NA
"1939M10",13.0069188637064,NA
"1939M11",13.8391059633042,NA
"1939M12",31.3158498237637,NA
"1940M01",-26.4693165799349,NA
"1940M02",-2.74396514746193,NA
"1940M03",9.97726010448297,NA
"1940M04",7.03064594353808,NA
"1940M05",13.466376714894,NA
"1940M06",21.0819398373767,NA
"1940M07",20.2614176424104,NA
"1940M08",12.5671453293066,NA
"1940M09",19.1262920776435,NA
"1940M10",19.2639392143605,NA
"1940M11",27.2591494014442,NA
"1940M12",38.3123226585724,NA
"1941M01",-13.473143442792,NA
"1941M02",12.2294052074258,NA
"1941M03",21.3777493314625,NA
"1941M04",21.5373139570039,NA
"1941M05",26.1281489749455,NA
"1941M06",32.0705966909728,NA
"1941M07",28.6325848093295,NA
"1941M08",20.7909245021106,NA
"1941M09",26.7749801115421,NA
"1941M10",24.6725527566641,NA
"1941M11",26.1206499135199,NA
"1941M12",54.643768361808,NA
"1942M01",13.0377018117807,NA
"1942M02",23.8584955259679,NA
"1942M03",18.813610667949,NA
"1942M04",14.3056289939796,NA
"1942M05",25.7920985152914,NA
"1942M06",31.3567673078847,NA
"1942M07",30.9412978811931,NA
"1942M08",38.3527598926445,NA
"1942M09",45.6764769062342,NA
"1942M10",44.6897438363518,NA
"1942M11",44.0803852433961,NA
"1942M12",52.4008636111155,NA
"1943M01",22.0204094978541,NA
"1943M02",33.6556827159757,NA
"1943M03",23.3366741773267,NA
"1943M04",22.0892235384724,NA
"1943M05",26.4809471033741,NA
"1943M06",28.3511071225222,NA
"1943M07",31.912018681941,NA
"1943M08",34.4534076141663,NA
"1943M09",34.6456020479508,NA
"1943M10",17.3021815352136,NA
"1943M11",35.1621080098106,NA
"1943M12",40.8188264930438,NA
"1944M01",10.9169448071489,NA
"1944M02",12.0985853029774,NA
"1944M03",18.9816212824493,NA
"1944M04",19.7563361016707,NA
"1944M05",28.3780090499141,NA
"1944M06",25.7863859360881,NA
"1944M07",15.1887222502424,NA
"1944M08",21.4893383087753,NA
"1944M09",27.7096137911379,NA
"1944M10",29.5751476952354,NA
"1944M11",30.7570572824142,NA
"1944M12",22.53745292308,NA
"1945M01",1.71258701020367,NA
"1945M02",13.4253911659707,NA
"1945M03",15.0886625026898,NA
"1945M04",7.3584372189325,NA
"1945M05",15.6763115534213,NA
"1945M06",9.52529948457226,NA
"1945M07",16.0214799715767,NA
"1945M08",20.9469505773693,NA
"1945M09",16.2302816810865,NA
"1945M10",7.66858357584273,NA
"1945M11",8.89938831198105,NA
"1945M12",12.7626947254145,NA
"1946M01",-12.4643409971197,NA
"1946M02",-9.15479824296614,NA
"1946M03",-1.33197285279731,NA
"1946M04",0.429830221659699,NA
"1946M05",2.36131809078746,NA
"1946M06",6.92827755840515,NA
"1946M07",5.99777927505567,NA
"1946M08",3.00884800865688,NA
"1946M09",5.32114192335928,NA
"1946M10",4.62622799871504,NA
"1946M11",5.82047725782981,NA
"1946M12",11.2259151442554,NA
"1947M01",-18.93678504942,NA
"1947M02",-10.2599010029138,NA
"1947M03",-1.14542281512335,NA
"1947M04",-3.74083692366103,NA
"1947M05",-1.15009859184276,NA
"1947M06",3.31950419146807,NA
"1947M07",0.977077671469395,NA
"1947M08",-0.297287255329337,NA
"1947M09",16.9545575094055,NA
"1947M10",-2.34751699263036,NA
"1947M11",2.09621686257151,NA
"1947M12",12.0449044600003,NA
"1948M01",-22.7318374056996,NA
"1948M02",-12.6607653464111,NA
"1948M03",-6.63848794043957,NA
"1948M04",-7.53947226767533,NA
"1948M05",-0.734936526619734,NA
"1948M06",4.18743117599956,NA
"1948M07",4.68809398981787,NA
"1948M08",0.944003481422939,NA
"1948M09",7.48278716738753,NA
"1948M10",1.53354653459044,NA
"1948M11",3.78287747966866,NA
"1948M12",6.17990783833395,NA
"1949M01",-24.4388522277822,NA
"1949M02",-13.2143225383357,NA
"1949M03",-1.61299136050825,NA
"1949M04",-2.00836866963545,NA
"1949M05",-1.04918039470459,NA
"1949M06",-0.262438492024408,NA
"1949M07",1.74850679340057,NA
"1949M08",-3.28054296786444,NA
"1949M09",2.36289457910068,NA
"1949M10",0.218551369282061,NA
"1949M11",0.917481340090198,NA
"1949M12",11.1717674912551,NA
"1950M01",-22.4485201300233,NA
"1950M02",-9.38265457172793,NA
"1950M03",1.55408802317254,NA
"1950M04",0.842805690314385,NA
"1950M05",-1.77501696442217,NA
"1950M06",0.177619893752556,NA
"1950M07",4.03376624218694,NA
"1950M08",-4.78883242792119,NA
"1950M09",6.42506566036847,NA
"1950M10",3.4861296513224,NA
"1950M11",6.46001596733328,NA
"1950M12",18.5268058644585,NA
"1951M01",-21.862335771535,NA
"1951M02",-7.00841309638971,NA
"1951M03",1.14883284420806,NA
"1951M04",0.353265871916797,NA
"1951M05",6.38498469850166,NA
"1951M06",9.79740097541857,NA
"1951M07",13.4713635246298,NA
"1951M08",3.95628382010536,NA
"1951M09",-32.1098122025772,NA
"1951M10",50.6837923073631,NA
"1951M11",9.47389962690135,NA
"1951M12",21.9015274105992,NA
"1952M01",-20.8534741028741,NA
"1952M02",-9.7190370523661,NA
"1952M03",1.30886841609374,NA
"1952M04",0.928009045124867,NA
"1952M05",4.12516191279142,NA
"1952M06",11.9582871131255,NA
"1952M07",7.67226266120922,NA
"1952M08",2.47780389501386,NA
"1952M09",10.4739587776764,NA
"1952M10",8.63870075984092,NA
"1952M11",14.0871797242488,NA
"1952M12",23.4452306838099,NA
"1953M01",-22.8033478121263,NA
"1953M02",-8.12907632654518,NA
"1953M03",1.37212054633604,NA
"1953M04",1.20939305429317,NA
"1953M05",3.54053767200639,NA
"1953M06",5.69120334655651,NA
"1953M07",6.10201225109108,NA
"1953M08",0.0795597693059591,NA
"1953M09",6.38731981626428,NA
"1953M10",1.50261989515492,NA
"1953M11",7.44573226425924,NA
"1953M12",16.1112899141619,NA
"1954M01",-26.8811240269997,NA
"1954M02",-15.1136001294518,NA
"1954M03",-4.14049956033438,NA
"1954M04",-1.81345009745186,NA
"1954M05",0.725708932210622,NA
"1954M06",3.34065854953067,NA
"1954M07",4.49318524415947,NA
"1954M08",-2.88654422225978,NA
"1954M09",3.80717336396454,NA
"1954M10",3.47600502752172,NA
"1954M11",8.30948404364431,NA
"1954M12",18.1666750232814,NA
"1955M01",-25.2001570858605,NA
"1955M02",-13.0632071078724,NA
"1955M03",0.241716185730567,NA
"1955M04",0.68459823659861,NA
"1955M05",2.17201909536939,NA
"1955M06",7.57125577526274,NA
"1955M07",9.30823111181205,NA
"1955M08",0.198108068401126,NA
"1955M09",5.17881183970275,NA
"1955M10",4.4100325260926,NA
"1955M11",10.1365506600981,NA
"1955M12",18.3321858395466,NA
"1956M01",-25.0150449476681,NA
"1956M02",-16.0175965296055,NA
"1956M03",1.66694255348219,NA
"1956M04",-0.436356428668638,NA
"1956M05",3.09074269395513,NA
"1956M06",8.39977796690583,NA
"1956M07",8.41943832723278,NA
"1956M08",-3.94782200008255,NA
"1956M09",5.97531054166343,NA
"1956M10",2.37404199572033,NA
"1956M11",12.9162408399644,NA
"1956M12",21.9909922546085,NA
"1957M01",-28.0837461125994,NA
"1957M02",-17.3281180806173,NA
"1957M03",-1.05946412388587,NA
"1957M04",1.76525423703087,NA
"1957M05",1.25371391468452,NA
"1957M06",10.021667748638,NA
"1957M07",8.28149953956121,NA
"1957M08",-3.1278677746938,NA
"1957M09",4.16868121632241,NA
"1957M10",-1.3108013897341,NA
"1957M11",8.68622074663925,NA
"1957M12",22.647549728296,NA
"1958M01",-33.26402439776,NA
"1958M02",-17.5526505050263,NA
"1958M03",-0.74513458936174,NA
"1958M04",2.54723084394453,NA
"1958M05",5.62391187540605,NA
"1958M06",9.35367059398686,NA
"1958M07",8.66735707099426,NA
"1958M08",0.153521397254508,NA
"1958M09",2.83660889152806,NA
"1958M10",1.83638370340589,NA
"1958M11",13.0035175030727,NA
"1958M12",23.924789787841,NA
"1959M01",-30.6370862721051,NA
"1959M02",-15.2317391366068,NA
"1959M03",2.53927635629943,NA
"1959M04",2.95571379219286,NA
"1959M05",6.91931003918675,NA
"1959M06",12.2117228563688,NA
"1959M07",8.98430071854257,NA
"1959M08",-1.91151477959348,NA
"1959M09",1.199737657344,NA
"1959M10",-1.91264983065036,NA
"1959M11",8.04254947073524,NA
"1959M12",21.5776003656039,4187.70093480432
"1960M01",-27.0331743136188,63.3810670072973
"1960M02",-17.2767978604217,-187.555924077042
"1960M03",1.63267914252412,-45.9826371625639
"1960M04",3.33438799950052,23.2115554117572
"1960M05",0.075673971332435,71.3965186375741
"1960M06",7.69378460574668,67.3861233956744
"1960M07",9.5483770806986,63.8024014568138
"1960M08",-3.09957070893709,279.366554671136
"1960M09",2.24145510658858,965.571221742345
"1960M10",1.00729047900519,24.5184465806471
"1960M11",10.359456017143,423.822861113944
"1960M12",20.2363199656938,853.83002327697
"1961M01",-26.0919787637887,17.5387737469178
"1961M02",-17.2126431029147,-85.937441359794
"1961M03",-0.150763239095042,-35.9727186034618
"1961M04",3.01167180291824,29.0619631810475
"1961M05",3.11664103848059,7.40286123205833
"1961M06",8.96669697146013,14.670109355111
"1961M07",12.8101919960303,36.3809275673324
"1961M08",-0.773611287134912,-18.5313522343315
"1961M09",5.66160175229804,24.1762078022077
"1961M10",5.233390932516,17.239667502243
"1961M11",13.5081766520408,19.2738368952104
"1961M12",25.3317929159559,99.5479589497659
"1962M01",-21.9423675856543,16.6438174369807
"1962M02",-17.4820235079105,-108.025393263041
"1962M03",5.32232478296475,-25.5912211939296
"1962M04",8.69805384719839,27.3984504511751
"1962M05",3.06550424422607,9.89140107805415
"1962M06",10.7929551915204,17.336845353082
"1962M07",13.0648312790885,33.510790465476
"1962M08",-0.88306722654572,-22.0904992920837
"1962M09",1.65962920211129,37.0187174019224
"1962M10",3.38276541733489,-2.12126624091242
"1962M11",16.0433468069378,17.7031661700459
"1962M12",24.1633896340108,107.582407765401
"1963M01",-22.2899612850704,-12.3038565877189
"1963M02",-13.7367489753659,-100.310005089725
"1963M03",7.06234011182367,-14.7967349489744
"1963M04",10.1014496027259,37.6862792923523
"1963M05",5.17390856128479,-9.10349193526567
"1963M06",14.2333376821389,23.0380747433423
"1963M07",15.7125592321162,36.1231288894939
"1963M08",1.40912030059539,-23.5575690487395
"1963M09",5.25282090058248,41.2193760175653
"1963M10",5.49581142423783,-8.20983818006011
"1963M11",18.106954875957,19.8415932268517
"1963M12",29.9991378946336,124.849581509668
"1964M01",-23.0144040366865,-19.6323397262481
"1964M02",-16.1524833731722,-93.6971533085971
"1964M03",7.2020934476507,-18.8737641242192
"1964M04",9.27578718333226,27.2520907647613
"1964M05",6.87773923083217,-6.08752098143324
"1964M06",13.7662663874314,23.7930689899605
"1964M07",13.0724751173384,4.85150715247542
"1964M08",2.90679447031685,13.7017381207702
"1964M09",6.04376703814236,26.582789339006
"1964M10",4.29394631049558,-11.9439984697821
"1964M11",17.1779851151214,29.1075806981795
"1964M12",23.7583147870394,81.3230921700404
"1965M01",-19.5096508829396,2.65120240401267
"1965M02",-12.6671447322733,-74.0744152074826
"1965M03",4.12376867293727,2.46226086682082
"1965M04",5.37369644136394,5.25932178611423
"1965M05",2.89305090114933,1.04910395724769
"1965M06",13.8450731623596,31.0540618602547
"1965M07",15.3683742034479,7.13176006048091
"1965M08",2.87662134907318,7.42618403773694
"1965M09",7.22102835428107,11.0538115871341
"1965M10",11.4286578135063,17.2140882919272
"1965M11",17.8998663669887,28.5805119857724
"1965M12",24.7958734191565,61.6161398340363
"1966M01",-16.6080726760178,8.50636473328148
"1966M02",-11.5892542095253,-66.5973317825065
"1966M03",4.91012125051089,-10.2839408196806
"1966M04",8.06235197773688,14.7555989086571
"1966M05",5.02952584617251,-3.19234027057931
"1966M06",12.5249291488437,20.2857445670865
"1966M07",15.1732967069927,23.3440119897153
"1966M08",1.65237204473492,1.84804964656991
"1966M09",3.27002333456079,11.0289262426876
"1966M10",3.28897146870197,9.11396786093368
"1966M11",16.5580872507235,16.2327124563033
"1966M12",23.1918858283263,62.8202551643445
"1967M01",-15.2840691345711,29.3892240099549
"1967M02",-13.2731368313097,-87.7390902963522
"1967M03",4.32165075015156,-23.4300309258653
"1967M04",3.62148472123742,21.3459217306218
"1967M05",6.93801441013058,-0.298025582060824
"1967M06",13.5144798178754,18.3390308205643
"1967M07",11.6315818558412,39.840079550954
"1967M08",0.586627569845533,-20.3321890637441
"1967M09",4.65617027085994,19.7641417158585
"1967M10",5.14066943477758,3.40425760223972
"1967M11",14.4815976117453,2.54687042898078
"1967M12",26.9174992773923,75.5896662589888
